hobo_id,record_id,dateTime,temperature_c,light_lux,shade_open,ground_cover,flags
10081433,86,2012-05-28 14:25:00,26.58,23422.4,Vitex agnus-castus,weeds,
10081433,87,2012-05-28 14:26:00,26,23422.4,Vitex agnus-castus,weeds,
10081433,88,2012-05-28 14:27:00,25.61,23422.4,Vitex agnus-castus,weeds,
10081433,89,2012-05-28 14:28:00,25.12,23422.4,Vitex agnus-castus,weeds,
10081433,90,2012-05-28 14:29:00,24.83,23422.4,Vitex agnus-castus,weeds,
10081433,91,2012-05-28 14:30:00,24.54,23422.4,Vitex agnus-castus,weeds,
10081433,92,2012-05-28 14:31:00,24.15,23422.4,Vitex agnus-castus,weeds,
10081433,93,2012-05-28 14:32:00,23.86,23422.4,Vitex agnus-castus,weeds,
10081433,94,2012-05-28 14:33:00,23.58,23422.4,Vitex agnus-castus,weeds,
10081433,95,2012-05-28 14:34:00,23.38,23422.4,Vitex agnus-castus,weeds,
10081433,96,2012-05-28 14:35:00,23.1,23422.4,Vitex agnus-castus,weeds,
10081433,97,2012-05-28 14:36:00,23,23422.4,Vitex agnus-castus,weeds,
10081433,98,2012-05-28 14:37:00,22.81,23422.4,Vitex agnus-castus,weeds,
10081433,99,2012-05-28 14:38:00,22.71,10333.4,Vitex agnus-castus,weeds,cloud
10081433,102,2012-05-28 14:41:00,24.64,19289,Vitex agnus-castus,weeds,cloud
10081433,103,2012-05-28 14:42:00,25.22,23422.4,Vitex agnus-castus,weeds,
10081433,104,2012-05-28 14:43:00,25.41,30311.3,Vitex agnus-castus,weeds,sun spot
10081433,105,2012-05-28 14:44:00,25.41,26178,Vitex agnus-castus,weeds,
10081433,106,2012-05-28 14:45:00,25.41,19977.9,Vitex agnus-castus,weeds,
10081433,107,2012-05-28 14:46:00,25.31,22044.6,Vitex agnus-castus,weeds,
10081433,108,2012-05-28 14:47:00,25.31,28933.5,Vitex agnus-castus,weeds,
10081433,109,2012-05-28 14:48:00,25.41,26178,Vitex agnus-castus,weeds,
10081433,110,2012-05-28 14:49:00,25.22,20666.8,Vitex agnus-castus,weeds,
10081433,111,2012-05-28 14:50:00,25.12,20666.8,Vitex agnus-castus,weeds,
10081433,112,2012-05-28 14:51:00,24.93,23422.4,Vitex agnus-castus,weeds,
10081433,113,2012-05-28 14:52:00,24.83,24800.2,Vitex agnus-castus,weeds,
10081433,114,2012-05-28 14:53:00,24.73,20666.8,Vitex agnus-castus,weeds,
10081433,115,2012-05-28 14:54:00,24.54,21355.7,Vitex agnus-castus,weeds,
10081433,116,2012-05-28 14:55:00,24.35,24800.2,Vitex agnus-castus,weeds,
10081433,117,2012-05-28 14:56:00,24.06,20666.8,Vitex agnus-castus,weeds,
10081433,139,2012-05-28 15:18:00,28.06,12400.1,Platanus hybrida,dirt,
10081433,140,2012-05-28 15:19:00,28.65,12400.1,Platanus hybrida,dirt,
10081433,141,2012-05-28 15:20:00,28.95,10333.4,Platanus hybrida,dirt,
10081433,142,2012-05-28 15:21:00,29.25,12400.1,Platanus hybrida,dirt,
10081433,143,2012-05-28 15:22:00,29.35,12400.1,Platanus hybrida,dirt,
10081433,144,2012-05-28 15:23:00,29.45,12400.1,Platanus hybrida,dirt,
10081433,145,2012-05-28 15:24:00,29.65,12400.1,Platanus hybrida,dirt,
10081433,146,2012-05-28 15:25:00,29.75,12400.1,Platanus hybrida,dirt,
10081433,147,2012-05-28 15:26:00,29.65,12400.1,Platanus hybrida,dirt,
10081433,148,2012-05-28 15:27:00,29.65,12400.1,Platanus hybrida,dirt,
10081433,149,2012-05-28 15:28:00,29.55,11711.2,Platanus hybrida,dirt,
10081433,150,2012-05-28 15:29:00,29.45,11711.2,Platanus hybrida,dirt,
10081433,151,2012-05-28 15:30:00,29.35,11711.2,Platanus hybrida,dirt,
10081433,152,2012-05-28 15:31:00,29.35,11711.2,Platanus hybrida,dirt,
10081433,153,2012-05-28 15:32:00,29.25,11711.2,Platanus hybrida,dirt,
10081434,84,2012-05-28 14:23:00,31.47,35822.5,Styphnolobium japonicum,ornamentals,
10081434,85,2012-05-28 14:24:00,34.16,34444.7,Styphnolobium japonicum,ornamentals,
10081434,86,2012-05-28 14:25:00,35.97,35822.5,Styphnolobium japonicum,ornamentals,
10081434,87,2012-05-28 14:26:00,37.93,35822.5,Styphnolobium japonicum,ornamentals,
10081434,88,2012-05-28 14:27:00,39.72,35822.5,Styphnolobium japonicum,ornamentals,
10081434,89,2012-05-28 14:28:00,41.45,35822.5,Styphnolobium japonicum,ornamentals,
10081434,90,2012-05-28 14:29:00,43.23,35822.5,Styphnolobium japonicum,ornamentals,
10081434,91,2012-05-28 14:30:00,44.82,35822.5,Styphnolobium japonicum,ornamentals,
10081434,92,2012-05-28 14:31:00,46.08,35822.5,Styphnolobium japonicum,ornamentals,
10081434,93,2012-05-28 14:32:00,46.97,35822.5,Styphnolobium japonicum,ornamentals,
10081434,94,2012-05-28 14:33:00,47.62,35822.5,Styphnolobium japonicum,ornamentals,
10081434,95,2012-05-28 14:34:00,47.62,35822.5,Styphnolobium japonicum,ornamentals,
10081434,96,2012-05-28 14:35:00,48.15,35822.5,Styphnolobium japonicum,ornamentals,
10081434,97,2012-05-28 14:36:00,48.68,35822.5,Styphnolobium japonicum,ornamentals,
10081434,98,2012-05-28 14:37:00,48.68,35822.5,Styphnolobium japonicum,ornamentals,
10081434,102,2012-05-28 14:41:00,42.87,17222.3,Platanus hybrida,dirt,
10081434,103,2012-05-28 14:42:00,44.7,16533.4,Platanus hybrida,dirt,
10081434,104,2012-05-28 14:43:00,46.46,16533.4,Platanus hybrida,dirt,
10081434,105,2012-05-28 14:44:00,47.76,16533.4,Platanus hybrida,dirt,
10081434,106,2012-05-28 14:45:00,49.09,16533.4,Platanus hybrida,dirt,
10081434,107,2012-05-28 14:46:00,49.9,16533.4,Platanus hybrida,dirt,
10081434,108,2012-05-28 14:47:00,50.87,16533.4,Platanus hybrida,dirt,
10081434,109,2012-05-28 14:48:00,51.72,16533.4,Platanus hybrida,dirt,
10081434,110,2012-05-28 14:49:00,52.29,16533.4,Platanus hybrida,dirt,
10081434,111,2012-05-28 14:50:00,52.43,16533.4,Platanus hybrida,dirt,
10081434,112,2012-05-28 14:51:00,51.43,16533.4,Platanus hybrida,dirt,
10081434,113,2012-05-28 14:52:00,50.59,16533.4,Platanus hybrida,dirt,
10081434,114,2012-05-28 14:53:00,49.76,16533.4,Platanus hybrida,dirt,
10081434,115,2012-05-28 14:54:00,49.22,15155.7,Platanus hybrida,dirt,
10081434,116,2012-05-28 14:55:00,49.22,15155.7,Platanus hybrida,dirt,
10081434,117,2012-05-28 14:56:00,48.95,14466.8,Platanus hybrida,dirt,
10081434,121,2012-05-28 15:00:00,42.63,198401.3,open,,
10081434,122,2012-05-28 15:01:00,44.82,187379,open,,
10081434,123,2012-05-28 15:02:00,46.59,198401.3,open,,
10081434,124,2012-05-28 15:03:00,48.42,187379,open,,
10081434,125,2012-05-28 15:04:00,49.63,187379,open,,
10081434,126,2012-05-28 15:05:00,50.31,187379,open,,
10081434,127,2012-05-28 15:06:00,51.15,187379,open,,
10081434,128,2012-05-28 15:07:00,51.15,187379,open,,
10081434,129,2012-05-28 15:08:00,51.72,187379,open,,
10081434,130,2012-05-28 15:09:00,51.86,187379,open,,
10081434,131,2012-05-28 15:10:00,53.31,187379,open,,
10081434,132,2012-05-28 15:11:00,54.05,187379,open,,
10081434,133,2012-05-28 15:12:00,54.96,187379,open,,
10081434,134,2012-05-28 15:13:00,54.96,187379,open,,
10081434,135,2012-05-28 15:14:00,55.73,187379,open,,
10081434,139,2012-05-28 15:18:00,47.89,176356.7,open,,
10081434,140,2012-05-28 15:19:00,48.42,176356.7,open,,
10081434,141,2012-05-28 15:20:00,48.95,176356.7,open,,
10081434,142,2012-05-28 15:21:00,50.04,176356.7,open,,
10081434,143,2012-05-28 15:22:00,50.73,170845.6,open,,
10081434,144,2012-05-28 15:23:00,49.9,198401.3,open,,
10081434,145,2012-05-28 15:24:00,49.9,198401.3,open,,
10081434,146,2012-05-28 15:25:00,50.31,198401.3,open,,
10081434,147,2012-05-28 15:26:00,50.45,198401.3,open,,
10081434,148,2012-05-28 15:27:00,50.45,187379,open,,
10081434,149,2012-05-28 15:28:00,50.87,187379,open,,
10081434,150,2012-05-28 15:29:00,50.45,165334.4,open,,
10081434,151,2012-05-28 15:30:00,51.01,198401.3,open,,
10081434,152,2012-05-28 15:31:00,52,198401.3,open,,
10081434,153,2012-05-28 15:32:00,52,198401.3,open,,
10081435,92,2012-05-28 14:31:00,31.57,242490.5,open,,
10081435,93,2012-05-28 14:32:00,32.7,231468.2,open,,
10081435,94,2012-05-28 14:33:00,33.74,242490.5,open,,
10081435,95,2012-05-28 14:34:00,34.9,242490.5,open,,
10081435,96,2012-05-28 14:35:00,35.97,242490.5,open,,
10081435,97,2012-05-28 14:36:00,36.83,242490.5,open,,
10081435,98,2012-05-28 14:37:00,37.27,17911.2,Platanus hybrida,dirt,
10081435,101,2012-05-28 14:40:00,36.94,12400.1,Platanus hybrida,dirt,
10081435,102,2012-05-28 14:41:00,37.16,38578,Styphnolobium japonicum,ornamentals,
10081435,106,2012-05-28 14:45:00,37.71,13777.9,Platanus hybrida,dirt,
10081435,107,2012-05-28 14:46:00,41.22,13777.9,Platanus hybrida,dirt,
10081435,108,2012-05-28 14:47:00,43.72,13777.9,Platanus hybrida,dirt,
10081435,109,2012-05-28 14:48:00,45.32,13777.9,Platanus hybrida,dirt,
10081435,110,2012-05-28 14:49:00,46.59,13777.9,Platanus hybrida,dirt,
10081435,115,2012-05-28 14:54:00,41.92,242490.5,open,,
10081435,116,2012-05-28 14:55:00,44.08,242490.5,open,,
10081435,117,2012-05-28 14:56:00,45.57,242490.5,open,,
10081435,118,2012-05-28 14:57:00,46.85,242490.5,open,,
10081435,123,2012-05-28 15:02:00,35.54,198401.3,open,,
10081435,124,2012-05-28 15:03:00,28.95,220445.9,open,,
10081435,125,2012-05-28 15:04:00,26.97,220445.9,open,,
10081435,126,2012-05-28 15:05:00,26.09,209423.6,open,,
10081435,127,2012-05-28 15:06:00,25.22,220445.9,open,,
10081435,128,2012-05-28 15:07:00,24.73,220445.9,open,,
10081435,130,2012-05-28 15:09:00,26.19,12400.1,Platanus hybrida,dirt,
10081435,145,2012-05-28 15:24:00,28.75,14466.8,Platanus hybrida,dirt,
10081436,32,2012-05-28 14:31:26,28.45,11022.3,Platanus hybrida,grass,
10081436,33,2012-05-28 14:32:26,27.37,11022.3,Platanus hybrida,grass,
10081436,34,2012-05-28 14:33:26,26.19,11022.3,Platanus hybrida,grass,
10081436,35,2012-05-28 14:34:26,25.12,11022.3,Platanus hybrida,grass,
10081436,36,2012-05-28 14:35:26,24.15,11022.3,Platanus hybrida,grass,
10081436,37,2012-05-28 14:36:26,23.29,11022.3,Platanus hybrida,grass,
10081436,55,2012-05-28 14:54:26,29.15,22044.6,Platanus hybrida,grass,
10081436,56,2012-05-28 14:55:26,28.85,17911.2,Platanus hybrida,grass,
10081436,57,2012-05-28 14:56:26,28.55,17911.2,Platanus hybrida,grass,
10081436,58,2012-05-28 14:57:26,28.15,17911.2,Platanus hybrida,grass,
10081436,63,2012-05-28 15:02:26,26.68,30311.3,Platanus hybrida,grass,sun spot
10081436,64,2012-05-28 15:03:26,24.25,26178,Platanus hybrida,grass,sun spot
10081436,65,2012-05-28 15:04:26,23.1,34444.7,Platanus hybrida,grass,sun spot
10081436,66,2012-05-28 15:05:26,22.42,23422.4,Platanus hybrida,grass,sun spot
10081436,67,2012-05-28 15:06:26,21.95,27555.7,Platanus hybrida,grass,sun spot
10081436,68,2012-05-28 15:07:26,21.56,30311.3,Platanus hybrida,grass,sun spot
10081425,92,2012-05-28 14:31:00,26.29,495.1,outside building,concrete,
10081425,93,2012-05-28 14:32:00,23,495.1,outside building,concrete,
10081425,94,2012-05-28 14:33:00,21.09,473.6,outside building,concrete,
10081425,95,2012-05-28 14:34:00,20.04,516.7,outside building,concrete,
10081425,96,2012-05-28 14:35:00,19.56,398.3,outside building,concrete,
10081425,97,2012-05-28 14:36:00,19.28,333.7,outside building,concrete,
10081425,98,2012-05-28 14:37:00,18.99,344.4,outside building,concrete,
10081425,99,2012-05-28 14:38:00,19.09,398.3,outside building,concrete,
10081425,100,2012-05-28 14:39:00,18.9,366,outside building,concrete,
10081425,101,2012-05-28 14:40:00,18.9,2411.1,Celtis occidentalis,dirt,
10081425,102,2012-05-28 14:41:00,19.37,2238.9,Celtis occidentalis,dirt,
10081425,103,2012-05-28 14:42:00,19.94,2152.8,Celtis occidentalis,dirt,
10081425,104,2012-05-28 14:43:00,20.42,1980.6,Celtis occidentalis,dirt,
10081425,105,2012-05-28 14:44:00,20.61,1808.3,Celtis occidentalis,dirt,
10081425,106,2012-05-28 14:45:00,20.9,1808.3,Celtis occidentalis,dirt,
10081425,107,2012-05-28 14:46:00,21.28,1722.2,Celtis occidentalis,dirt,
10081425,108,2012-05-28 14:47:00,21.56,1808.3,Celtis occidentalis,dirt,
10081425,109,2012-05-28 14:48:00,21.76,1808.3,Celtis occidentalis,dirt,
10081425,110,2012-05-28 14:49:00,21.95,1722.2,Celtis occidentalis,dirt,
10081425,121,2012-05-28 15:00:00,28.55,10.8,inside building,floor tile,
10081425,127,2012-05-28 15:06:00,30.15,10.8,inside building,floor tile,
10081425,130,2012-05-28 15:09:00,30.65,43.1,inside building,floor tile,
10081425,133,2012-05-28 15:12:00,30.76,96.9,inside building,floor tile,
10081425,134,2012-05-28 15:13:00,30.25,96.9,inside building,floor tile,
10081425,135,2012-05-28 15:14:00,29.75,96.9,inside building,floor tile,
10081425,136,2012-05-28 15:15:00,29.25,96.9,inside building,floor tile,
10081425,137,2012-05-28 15:16:00,28.75,96.9,inside building,floor tile,
10081425,138,2012-05-28 15:17:00,28.25,86.1,inside building,floor tile,
10081425,139,2012-05-28 15:18:00,27.86,96.9,inside building,floor tile,
10081425,140,2012-05-28 15:19:00,27.56,96.9,inside building,floor tile,
10081425,141,2012-05-28 15:20:00,27.27,86.1,inside building,floor tile,
10081425,142,2012-05-28 15:21:00,26.97,96.9,inside building,floor tile,
10081426,75,2012-05-28 14:14:00,24.54,129.2,outside building,concrete,
10081426,76,2012-05-28 14:15:00,24.44,129.2,outside building,concrete,
10081426,77,2012-05-28 14:16:00,24.44,129.2,outside building,concrete,
10081426,78,2012-05-28 14:17:00,24.44,129.2,outside building,concrete,
10081426,79,2012-05-28 14:18:00,24.44,118.4,outside building,concrete,
10081426,80,2012-05-28 14:19:00,24.44,139.9,outside building,concrete,
10081426,81,2012-05-28 14:20:00,24.44,139.9,outside building,concrete,
10081426,82,2012-05-28 14:21:00,24.44,129.2,outside building,concrete,
10081426,91,2012-05-28 14:30:00,27.17,1151.7,Celtis occidentalis,dirt,
10081426,92,2012-05-28 14:31:00,27.66,2927.8,Celtis occidentalis,dirt,
10081426,93,2012-05-28 14:32:00,28.06,2325,Celtis occidentalis,dirt,
10081426,94,2012-05-28 14:33:00,28.06,2325,Celtis occidentalis,dirt,
10081426,95,2012-05-28 14:34:00,27.96,2325,Celtis occidentalis,dirt,
10081426,96,2012-05-28 14:35:00,27.76,2325,Celtis occidentalis,dirt,
10081426,97,2012-05-28 14:36:00,27.56,2238.9,Celtis occidentalis,dirt,
10081426,98,2012-05-28 14:37:00,27.37,2238.9,Celtis occidentalis,dirt,
10081426,99,2012-05-28 14:38:00,27.17,2325,Celtis occidentalis,dirt,
10081426,100,2012-05-28 14:39:00,27.07,2325,Celtis occidentalis,dirt,
10081426,101,2012-05-28 14:40:00,26.97,2411.1,Celtis occidentalis,dirt,
10081426,102,2012-05-28 14:41:00,26.87,2497.2,Celtis occidentalis,dirt,
10081426,103,2012-05-28 14:42:00,26.78,2669.5,Celtis occidentalis,dirt,
10081426,104,2012-05-28 14:43:00,26.78,2583.4,Celtis occidentalis,dirt,
10081426,105,2012-05-28 14:44:00,26.78,2411.1,Celtis occidentalis,dirt,
10081426,106,2012-05-28 14:45:00,26.78,2411.1,Celtis occidentalis,dirt,
10081426,107,2012-05-28 14:46:00,26.68,2325,Celtis occidentalis,dirt,
10081426,108,2012-05-28 14:47:00,26.68,2411.1,Celtis occidentalis,dirt,
10081427,70,2012-05-28 14:09:00,23.96,21.5,inside building,floor tile,
10081427,71,2012-05-28 14:10:00,24.06,21.5,inside building,floor tile,
10081427,72,2012-05-28 14:11:00,24.06,10.8,inside building,floor tile,
10081427,73,2012-05-28 14:12:00,24.15,10.8,inside building,floor tile,
10081427,74,2012-05-28 14:13:00,24.25,32.3,inside building,floor tile,
10081427,75,2012-05-28 14:14:00,24.25,32.3,inside building,floor tile,
10081427,76,2012-05-28 14:15:00,24.25,32.3,inside building,floor tile,
10081427,77,2012-05-28 14:16:00,24.35,32.3,inside building,floor tile,
10081427,78,2012-05-28 14:17:00,24.35,32.3,inside building,floor tile,
10081427,79,2012-05-28 14:18:00,24.44,32.3,inside building,floor tile,
10081427,80,2012-05-28 14:19:00,24.44,21.5,inside building,floor tile,
10081427,81,2012-05-28 14:20:00,24.54,21.5,inside building,floor tile,
10081427,82,2012-05-28 14:21:00,24.54,21.5,inside building,floor tile,
10081427,83,2012-05-28 14:22:00,24.54,10.8,inside building,floor tile,
10081427,84,2012-05-28 14:23:00,24.54,10.8,inside building,floor tile,
10081427,90,2012-05-28 14:29:00,26.48,86.1,inside building,floor tile,
10081427,93,2012-05-28 14:32:00,27.27,3272.2,Celtis occidentalis,mulch,
10081427,94,2012-05-28 14:33:00,27.27,3272.2,Celtis occidentalis,mulch,
10081427,95,2012-05-28 14:34:00,27.17,3272.2,Celtis occidentalis,mulch,
10081427,96,2012-05-28 14:35:00,27.07,3272.2,Celtis occidentalis,mulch,
10081427,97,2012-05-28 14:36:00,26.97,3272.2,Celtis occidentalis,mulch,
10081427,98,2012-05-28 14:37:00,26.87,3272.2,Celtis occidentalis,mulch,
10081427,99,2012-05-28 14:38:00,26.78,3272.2,Celtis occidentalis,mulch,
10081427,100,2012-05-28 14:39:00,26.78,3272.2,Celtis occidentalis,mulch,
10081427,101,2012-05-28 14:40:00,26.68,3444.5,Celtis occidentalis,mulch,
10081427,102,2012-05-28 14:41:00,26.68,3616.7,Celtis occidentalis,mulch,
10081427,103,2012-05-28 14:42:00,26.68,3788.9,Celtis occidentalis,mulch,
