hobo_id,record_id,dateTime,temperature_c,light_lux,shade_open,ground_cover,flags
10081426,112,2012-05-28 14:51:00,40.64,26178,Vitex agnus-castus,grass,
10081426,113,2012-05-28 14:52:00,43.6,26178,Vitex agnus-castus,grass,
10081426,114,2012-05-28 14:53:00,46.21,26178,Vitex agnus-castus,grass,
10081426,115,2012-05-28 14:54:00,47.76,26178,Vitex agnus-castus,grass,
10081426,116,2012-05-28 14:55:00,49.63,26178,Vitex agnus-castus,grass,
10081426,117,2012-05-28 14:56:00,50.87,26178,Vitex agnus-castus,grass,
10081426,118,2012-05-28 14:57:00,51.57,26178,Vitex agnus-castus,grass,
10081426,119,2012-05-28 14:58:00,51.72,26178,Vitex agnus-castus,grass,
10081426,120,2012-05-28 14:59:00,51.72,26178,Vitex agnus-castus,grass,
10081426,121,2012-05-28 15:00:00,52.14,26178,Vitex agnus-castus,grass,
10081426,122,2012-05-28 15:01:00,52.58,26178,Vitex agnus-castus,grass,
10081426,123,2012-05-28 15:02:00,53.31,26178,Vitex agnus-castus,grass,
10081426,124,2012-05-28 15:03:00,53.9,26178,Vitex agnus-castus,grass,
10081427,109,2012-05-28 14:48:00,29.85,231468.2,open,grass,
10081427,110,2012-05-28 14:49:00,31.47,231468.2,open,grass,
10081427,111,2012-05-28 14:50:00,33.74,231468.2,open,grass,
10081427,112,2012-05-28 14:51:00,35.64,231468.2,open,grass,
10081427,113,2012-05-28 14:52:00,37.49,231468.2,open,grass,
10081427,114,2012-05-28 14:53:00,39.27,231468.2,open,grass,
10081427,115,2012-05-28 14:54:00,40.76,231468.2,open,grass,
10081427,116,2012-05-28 14:55:00,42.04,231468.2,open,grass,
10081427,117,2012-05-28 14:56:00,42.99,231468.2,open,grass,
10081427,118,2012-05-28 14:57:00,43.48,231468.2,open,grass,
10081427,119,2012-05-28 14:58:00,44.21,231468.2,open,grass,
10081427,120,2012-05-28 14:59:00,44.82,231468.2,open,grass,
10081427,121,2012-05-28 15:00:00,45.57,231468.2,open,grass,
10081427,122,2012-05-28 15:01:00,46.08,231468.2,open,grass,
10081427,123,2012-05-28 15:02:00,46.46,231468.2,open,grass,
10081427,124,2012-05-28 15:03:00,46.85,231468.2,open,grass,
10081428,89,2012-05-28 14:28:00,28.06,231468.2,open,,
10081428,90,2012-05-28 14:29:00,31.57,231468.2,open,,
10081428,91,2012-05-28 14:30:00,35.11,231468.2,open,,
10081428,92,2012-05-28 14:31:00,38.26,231468.2,open,,
10081428,93,2012-05-28 14:32:00,40.64,242490.5,open,,
10081428,94,2012-05-28 14:33:00,42.63,231468.2,open,,
10081428,95,2012-05-28 14:34:00,44.45,242490.5,open,,
10081428,96,2012-05-28 14:35:00,45.57,242490.5,open,,
10081428,97,2012-05-28 14:36:00,46.46,242490.5,open,,
10081428,98,2012-05-28 14:37:00,47.23,242490.5,open,,
10081428,99,2012-05-28 14:38:00,47.89,242490.5,open,,
10081428,100,2012-05-28 14:39:00,48.15,242490.5,open,,
10081428,101,2012-05-28 14:40:00,49.09,242490.5,open,,
10081428,102,2012-05-28 14:41:00,49.36,242490.5,open,,
10081428,103,2012-05-28 14:42:00,50.18,242490.5,open,,
10081428,104,2012-05-28 14:43:00,50.87,242490.5,open,,
10081428,105,2012-05-28 14:44:00,52,242490.5,open,,
10081428,106,2012-05-28 14:45:00,52.87,242490.5,open,,
10081428,107,2012-05-28 14:46:00,52.87,242490.5,open,,
10081428,108,2012-05-28 14:47:00,52.58,242490.5,open,,
10081428,109,2012-05-28 14:48:00,52.29,242490.5,open,,
10081428,131,2012-05-28 15:10:00,32.29,231468.2,open,,
10081428,132,2012-05-28 15:11:00,35.32,231468.2,open,,
10081428,133,2012-05-28 15:12:00,37.93,231468.2,open,,
10081428,134,2012-05-28 15:13:00,40.3,231468.2,open,,
10081428,135,2012-05-28 15:14:00,42.4,231468.2,open,,
10081428,136,2012-05-28 15:15:00,43.96,231468.2,open,,
10081428,137,2012-05-28 15:16:00,44.95,231468.2,open,,
10081428,138,2012-05-28 15:17:00,45.82,231468.2,open,,
10081428,139,2012-05-28 15:18:00,47.1,231468.2,open,,
10081428,140,2012-05-28 15:19:00,47.89,231468.2,open,,
10081428,141,2012-05-28 15:20:00,49.22,231468.2,open,,
10081428,142,2012-05-28 15:21:00,50.73,231468.2,open,,
10081428,143,2012-05-28 15:22:00,51.86,231468.2,open,,
10081428,144,2012-05-28 15:23:00,52.72,231468.2,open,,
10081428,145,2012-05-28 15:24:00,53.46,231468.2,open,,
10081428,146,2012-05-28 15:25:00,52.72,231468.2,open,,
10081428,147,2012-05-28 15:26:00,52.43,231468.2,open,,
10081428,148,2012-05-28 15:27:00,52.87,231468.2,open,,
10081428,149,2012-05-28 15:28:00,53.01,231468.2,open,,
10081428,150,2012-05-28 15:29:00,53.01,231468.2,open,,
10081429,89,2012-05-28 14:28:00,27.66,231468.2,open,,
10081429,90,2012-05-28 14:29:00,31.26,231468.2,open,,
10081429,91,2012-05-28 14:30:00,34.79,231468.2,open,,
10081429,92,2012-05-28 14:31:00,37.93,231468.2,open,,
10081429,93,2012-05-28 14:32:00,40.41,231468.2,open,,
10081429,94,2012-05-28 14:33:00,42.28,231468.2,open,,
10081429,95,2012-05-28 14:34:00,44.08,231468.2,open,,
10081429,96,2012-05-28 14:35:00,45.32,231468.2,open,,
10081429,97,2012-05-28 14:36:00,45.95,231468.2,open,,
10081429,98,2012-05-28 14:37:00,46.59,231468.2,open,,
10081429,99,2012-05-28 14:38:00,47.23,231468.2,open,,
10081429,100,2012-05-28 14:39:00,47.49,231468.2,open,,
10081429,101,2012-05-28 14:40:00,48.42,231468.2,open,,
10081429,102,2012-05-28 14:41:00,48.55,231468.2,open,,
10081429,103,2012-05-28 14:42:00,49.49,231468.2,open,,
10081429,104,2012-05-28 14:43:00,50.18,231468.2,open,,
10081429,105,2012-05-28 14:44:00,51.43,231468.2,open,,
10081429,106,2012-05-28 14:45:00,52.43,231468.2,open,,
10081429,107,2012-05-28 14:46:00,52.43,231468.2,open,,
10081429,108,2012-05-28 14:47:00,52,231468.2,open,,
10081429,109,2012-05-28 14:48:00,51.29,231468.2,open,,
10081429,131,2012-05-28 15:10:00,31.88,231468.2,open,,
10081429,132,2012-05-28 15:11:00,35,231468.2,open,,
10081429,133,2012-05-28 15:12:00,37.6,231468.2,open,,
10081429,134,2012-05-28 15:13:00,39.95,231468.2,open,,
10081429,135,2012-05-28 15:14:00,42.04,231468.2,open,,
10081429,136,2012-05-28 15:15:00,43.6,231468.2,open,,
10081429,137,2012-05-28 15:16:00,44.7,231468.2,open,,
10081429,138,2012-05-28 15:17:00,45.45,231468.2,open,,
10081429,139,2012-05-28 15:18:00,46.72,231468.2,open,,
10081429,140,2012-05-28 15:19:00,47.36,231468.2,open,,
10081429,141,2012-05-28 15:20:00,48.55,231468.2,open,,
10081429,142,2012-05-28 15:21:00,50.18,231468.2,open,,
10081429,143,2012-05-28 15:22:00,51.43,231468.2,open,,
10081429,144,2012-05-28 15:23:00,52.43,231468.2,open,,
10081429,145,2012-05-28 15:24:00,53.31,231468.2,open,,
10081429,146,2012-05-28 15:25:00,52.29,231468.2,open,,
10081429,147,2012-05-28 15:26:00,52,231468.2,open,,
10081429,148,2012-05-28 15:27:00,52.58,231468.2,open,,
10081429,149,2012-05-28 15:28:00,52.87,231468.2,open,,
10081429,150,2012-05-28 15:29:00,52.58,231468.2,open,,
10081430,91,2012-05-28 14:30:00,29.05,242490.5,open,,
10081430,92,2012-05-28 14:31:00,31.16,242490.5,open,,
10081430,93,2012-05-28 14:32:00,33.22,242490.5,open,,
10081430,94,2012-05-28 14:33:00,35.22,242490.5,open,,
10081430,95,2012-05-28 14:34:00,36.62,242490.5,open,,
10081430,96,2012-05-28 14:35:00,37.93,242490.5,open,,
10081430,97,2012-05-28 14:36:00,38.26,242490.5,open,,
10081430,98,2012-05-28 14:37:00,39.27,242490.5,open,,
10081430,99,2012-05-28 14:38:00,40.53,242490.5,open,,
10081430,100,2012-05-28 14:39:00,41.69,242490.5,open,,
10081430,101,2012-05-28 14:40:00,42.63,242490.5,open,,
10081431,96,2012-05-28 14:35:00,20.71,121245.2,open,,
10081431,98,2012-05-28 14:37:00,20.51,137778.7,open,,
10081431,99,2012-05-28 14:38:00,20.13,148801,open,,
10081431,101,2012-05-28 14:40:00,20.71,231468.2,open,,
10081431,102,2012-05-28 14:41:00,23.86,220445.9,open,,
10081431,103,2012-05-28 14:42:00,26.97,231468.2,open,,
10081431,104,2012-05-28 14:43:00,29.45,220445.9,open,,
10081431,105,2012-05-28 14:44:00,31.77,231468.2,open,,
10081431,106,2012-05-28 14:45:00,33.74,231468.2,open,,
10081431,107,2012-05-28 14:46:00,35.54,231468.2,open,,
10081431,108,2012-05-28 14:47:00,36.83,231468.2,open,,
10081431,109,2012-05-28 14:48:00,38.15,231468.2,open,,
10081431,110,2012-05-28 14:49:00,39.16,231468.2,open,,
10081432,111,2012-05-28 14:50:00,20.9,12400.1,Celtis occidentalis,dirt,sun spot
10081432,112,2012-05-28 14:51:00,24.25,24800.2,Celtis occidentalis,dirt,sun spot
10081432,113,2012-05-28 14:52:00,26.68,12400.1,Celtis occidentalis,dirt,sun spot
10081433,84,2012-05-28 14:23:00,27.66,24800.2,Vitex agnus-castus,weeds,
10081433,85,2012-05-28 14:24:00,27.07,23422.4,Vitex agnus-castus,weeds,
